"family_name"	"BigTree_ML"	"BigTree_ME"	"Supermatrix_ML"	"Supermatrix_ME"	"Supertree_ML"	"Supertree_ME"	"family_group"
"avg_branchlen_0.7_protein_family_001.sub"	626000	31300	74532	715	148100	2000	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_002.sub"	503000	31700	75848	1033	163400	2264	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_003.sub"	627000	36900	73534	716	149800	2041	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_004.sub"	592000	29500	79400	1557	141000	1907	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_005.sub"	631000	36100	59076	750	154200	1916	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_006.sub"	647000	36300	72799	932	150000	1958	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_007.sub"	562000	36400	84615	749	159300	1981	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_008.sub"	779000	36100	77400	1664	169400	2002	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_009.sub"	609000	36100	81615	787	173700	2014	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_010.sub"	638000	36100	68200	1319	179000	2211	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_011.sub"	668000	36800	84629	792	159200	2241	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_012.sub"	664000	29800	77593	753	171400	1965	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_013.sub"	552000	36500	62744	855	177000	2379	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_014.sub"	689000	28900	72569	709	162000	2513	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_015.sub"	692000	30200	79513	684	168600	2799	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_016.sub"	576000	36000	96526	688	148000	2369	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_017.sub"	649000	37600	71833	947	146500	1872	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_018.sub"	627000	37400	77500	1619	151100	2328	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_019.sub"	791000	37200	68630	777	163500	1896	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_020.sub"	539000	30100	77654	794	156900	2141	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_021.sub"	436000	37800	71755	873	160900	2150	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_022.sub"	533000	36800	68822	939	185700	1963	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_023.sub"	616000	36700	77500	1638	145600	2231	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_024.sub"	521000	37300	61752	870	141400	2159	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_025.sub"	694000	37300	74500	1673	155300	2101	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_026.sub"	610000	36600	78850	1038	164000	2444	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_027.sub"	620000	30300	93200	1524	160900	1842	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_028.sub"	688000	37600	74873	1079	149400	2129	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_029.sub"	638000	36100	66400	1517	171300	2051	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_030.sub"	6e+05	36000	72100	1242	160200	1963	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_031.sub"	633000	36700	78844	1028	163700	2342	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_032.sub"	555000	36300	62810	994	163500	2341	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_033.sub"	635000	36200	80654	780	166200	2118	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_034.sub"	591000	29100	60321	1023	144500	2110	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_035.sub"	528000	36400	67623	745	167100	2451	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_036.sub"	756000	29900	72614	728	166800	2058	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_037.sub"	606000	30000	64564	721	161900	2143	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_038.sub"	631000	30200	73584	717	168700	2569	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_039.sub"	628000	36300	75552	727	149300	2108	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_040.sub"	681000	31500	74608	757	147000	2221	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_041.sub"	706000	38400	76517	660	151200	1940	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_042.sub"	596000	36100	71400	1532	127700	2109	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_043.sub"	697000	36200	62400	1537	143800	2090	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_044.sub"	602000	36300	88100	1228	183900	2210	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_045.sub"	662000	36700	62820	941	168700	2137	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_046.sub"	690000	38800	102606	750	195200	2500	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_047.sub"	552000	35700	74807	1016	158000	2012	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_048.sub"	630000	37600	70851	1033	139600	2168	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_049.sub"	519000	36300	76400	1673	157300	2059	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_050.sub"	521000	35800	77400	1547	168300	1980	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_051.sub"	635000	35800	66535	651	161900	2242	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_052.sub"	742000	31000	77551	738	160900	2237	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_053.sub"	608000	36100	68566	820	154100	2077	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_054.sub"	612000	37000	74523	659	160200	1938	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_055.sub"	660000	36400	61675	821	143800	2209	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_056.sub"	551000	36100	76400	1557	168100	2634	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_057.sub"	726000	30000	83817	982	162300	2229	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_058.sub"	574000	30000	74569	707	138700	2062	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_059.sub"	556000	37300	87756	937	158400	1986	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_060.sub"	561000	36800	74200	1438	164700	2166	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_061.sub"	687000	35900	81400	1577	165100	2040	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_062.sub"	556000	37000	64400	1514	149000	2194	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_063.sub"	727000	36800	60526	798	163400	2223	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_064.sub"	568000	36200	63400	1514	168500	2437	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_065.sub"	915000	36600	66400	1516	159000	2301	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_066.sub"	610000	31300	88100	1268	170300	2212	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_067.sub"	674000	30000	88786	925	176000	2014	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_068.sub"	680000	36900	88552	723	169000	1959	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_069.sub"	615000	31200	75762	932	166400	2174	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_070.sub"	555000	37500	89593	772	174100	2226	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_071.sub"	587000	36200	62629	746	148300	1857	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_072.sub"	569000	35600	60882	996	143300	2146	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_073.sub"	799000	36500	73513	645	162500	2092	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_074.sub"	632000	37900	88841	1034	151400	2258	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_075.sub"	644000	36800	76500	1637	151100	1981	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_076.sub"	629000	36400	71592	763	152900	2128	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_077.sub"	588000	37600	76524	691	145900	2078	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_078.sub"	645000	37000	73764	936	153800	1898	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_079.sub"	725000	36300	75514	684	175200	2578	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_080.sub"	575000	37300	66571	691	183800	2345	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_081.sub"	611000	36500	89600	740	154200	2195	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_082.sub"	781000	29600	61572	702	173100	2005	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_083.sub"	547000	29900	54900	1225	192500	2018	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_084.sub"	718000	37400	64827	966	148300	2111	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_085.sub"	642000	35900	74524	698	162500	2081	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_086.sub"	756000	36600	67550	670	156900	1896	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_087.sub"	648000	31100	74839	977	151000	2264	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_088.sub"	692000	38400	66507	690	170600	2244	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_089.sub"	635000	37200	74400	1571	159700	2000	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_090.sub"	635000	38200	74756	890	163800	2224	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_091.sub"	594000	37100	84627	804	143000	1870	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_092.sub"	724000	37700	81400	1580	167100	2273	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_093.sub"	532000	37500	70842	976	132600	2102	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_094.sub"	869000	35600	75826	984	157800	2196	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_095.sub"	770000	37600	111546	712	208400	2336	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_096.sub"	609000	29700	76400	1581	163500	2121	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_097.sub"	811000	30600	61616	731	180600	2041	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_098.sub"	589000	35800	77100	1238	172300	2431	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_099.sub"	543000	29800	75558	735	163000	2074	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_100.sub"	758000	35900	74200	1331	166200	1893	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_11th_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_001.sub"	526000	42600	43270	690	111200	1825	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_002.sub"	538000	37500	54457	756	121400	1883	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_003.sub"	508000	34900	46085	717	133600	2544	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_004.sub"	548000	31100	56827	848	120200	2155	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_005.sub"	386000	30500	58084	710	134900	2084	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_006.sub"	477000	28100	47184	785	136200	2154	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_007.sub"	429000	30600	55545	752	127900	2014	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_008.sub"	495000	31200	64583	688	131300	2231	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_009.sub"	554000	35800	49240	659	122300	1599	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_010.sub"	430000	30100	57269	689	127200	2104	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_011.sub"	437000	35500	62540	702	126900	2060	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_012.sub"	464000	39000	59820	856	124600	2491	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_013.sub"	577000	27800	54636	749	105400	2064	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_014.sub"	550000	36600	57200	1299	121100	2351	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_015.sub"	425000	35400	58975	707	122000	2193	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_016.sub"	448000	37700	44600	1201	116900	2496	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
