"family_name"	"BigTree_ML"	"BigTree_ME"	"Supermatrix_ML"	"Supermatrix_ME"	"Supertree_ML"	"Supertree_ME"	"family_group"
"avg_branchlen_0.7_protein_family_017.sub"	656000	36300	56160	776	127400	1695	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_018.sub"	482000	37200	55800	1219	112900	2256	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_019.sub"	511000	30500	54882	697	114200	1964	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_020.sub"	455000	36500	48606	874	127100	2190	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_021.sub"	404000	31200	51880	687	118200	2141	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_022.sub"	396000	31000	56184	888	107400	2037	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_023.sub"	471000	37100	55700	1409	117900	1799	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_024.sub"	515000	37200	38100	1206	117700	2132	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_025.sub"	5e+05	36700	69200	1415	131400	1938	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_026.sub"	482000	38300	48000	1407	116800	2239	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_027.sub"	488000	36900	48204	706	132800	2823	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_028.sub"	430000	37300	49875	801	113800	1937	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_029.sub"	425000	35500	59901	723	114100	1709	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_030.sub"	501000	41500	49645	796	130800	1997	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_031.sub"	559000	38700	58200	1417	126700	1851	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_032.sub"	404000	32600	47438	861	120200	2115	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_033.sub"	558000	36700	57700	1216	121600	2010	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_034.sub"	476000	37000	55579	802	116100	1844	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_035.sub"	537000	43500	59081	689	128900	1979	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_036.sub"	487000	30500	57030	736	121300	2103	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_037.sub"	479000	30500	41546	668	123900	2065	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_038.sub"	421000	35800	47263	955	131800	2010	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_039.sub"	578000	38300	57400	1235	111300	2482	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_040.sub"	546000	39300	39200	1368	110200	1882	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_041.sub"	425000	36900	57300	1364	128500	2056	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_042.sub"	443000	35800	51900	1299	106600	1891	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_043.sub"	440000	37000	44100	1194	119500	1901	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_044.sub"	461000	43000	59735	741	126800	2166	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_045.sub"	455000	41300	56649	666	119600	2207	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_046.sub"	432000	30700	56115	965	116000	2153	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_047.sub"	543000	34700	67611	730	112800	2259	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_048.sub"	481000	36400	44658	760	117100	1849	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_049.sub"	393000	30600	47863	680	118000	2112	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_050.sub"	467000	35100	55281	722	126500	2041	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_051.sub"	543000	35300	49110	810	131200	2079	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_052.sub"	399000	29800	44645	859	119700	2122	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_053.sub"	408000	35700	47678	691	128700	2135	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_054.sub"	486000	30900	57546	869	121500	2038	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_055.sub"	495000	35900	65100	1211	109400	2168	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_056.sub"	585000	34700	47051	753	122600	2903	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_057.sub"	396000	37500	53273	665	115600	2072	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_058.sub"	495000	39100	48600	1404	117300	2284	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_059.sub"	528000	36700	58204	760	132000	2026	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_060.sub"	498000	36800	45764	665	123300	2272	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_061.sub"	580000	30800	56101	709	128900	2241	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_062.sub"	535000	37100	57262	867	116800	1785	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_063.sub"	482000	36800	39963	691	115400	2041	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_064.sub"	574000	42500	57486	652	120500	1763	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_065.sub"	445000	37200	56500	1406	118300	1991	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_066.sub"	404000	32900	52048	871	119200	2124	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_067.sub"	609000	43000	52369	699	115300	1647	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_068.sub"	431000	37900	49433	841	156100	2649	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_069.sub"	492000	35800	60360	661	126200	2483	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_070.sub"	422000	37400	64688	800	133800	2089	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_071.sub"	561000	37100	67300	1406	123400	2129	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_072.sub"	452000	38000	53780	898	105500	1949	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_073.sub"	436000	38900	66699	826	117500	1664	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_074.sub"	547000	35700	45600	1307	122000	1790	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_075.sub"	466000	38800	58800	1412	122600	2068	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_076.sub"	479000	36800	52611	660	129400	2369	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_077.sub"	570000	41000	58424	823	125700	1963	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_078.sub"	377000	31000	53486	694	113200	2193	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_079.sub"	502000	34600	53179	694	143100	2521	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_080.sub"	467000	36100	50650	677	109200	2057	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_081.sub"	454000	36500	67200	1449	119500	1884	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_082.sub"	486000	36000	53271	681	115400	2125	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_083.sub"	442000	31500	49890	699	142500	2239	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_084.sub"	616000	36800	60660	843	127800	1704	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_085.sub"	568000	34900	48861	663	132000	2995	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_086.sub"	460000	40900	42427	749	102900	2039	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_087.sub"	514000	38000	46700	1306	114400	1989	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_088.sub"	550000	31200	56201	713	125600	1938	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_089.sub"	456000	37500	66537	656	127600	2081	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_090.sub"	425000	36000	49300	1313	130200	1994	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_091.sub"	551000	31100	53043	847	131600	2114	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_092.sub"	622000	37000	58108	719	124600	1668	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_093.sub"	547000	38000	48000	1300	118300	1807	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_094.sub"	468000	37600	37256	764	115900	1743	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_095.sub"	454000	43800	48872	842	124500	1856	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_096.sub"	486000	28800	49623	637	123200	2015	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_097.sub"	437000	35600	56474	734	116900	2042	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_098.sub"	501000	46000	54422	751	119400	2049	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_099.sub"	374000	30800	47245	761	117700	2231	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_100.sub"	497000	44700	60173	691	128000	2541	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_17th_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_001.sub"	296000	29100	38863	764	94000	2331	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_002.sub"	409000	35500	49400	1800	103200	2313	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_003.sub"	360000	34600	39061	690	104100	2104	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_004.sub"	426000	27900	41023	684	106200	2746	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_005.sub"	376000	35300	48414	817	104500	2398	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_006.sub"	325000	35600	46428	830	89100	2078	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_007.sub"	343000	28700	42393	762	88900	2224	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_008.sub"	381000	35300	46994	759	108600	2485	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_009.sub"	322000	35900	57020	826	104900	2303	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_010.sub"	431000	34300	37819	801	102200	2316	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_011.sub"	342000	33900	47958	658	110900	1981	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_012.sub"	368000	29100	56800	1825	100900	2131	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_013.sub"	321000	28600	53327	651	105700	2344	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_014.sub"	395000	34300	47545	884	94900	2499	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_015.sub"	314000	34600	55300	1694	104100	2225	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_016.sub"	379000	28700	47300	1796	90500	2212	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_017.sub"	382000	34200	34890	789	86000	2141	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_018.sub"	330000	28600	50075	951	103000	2156	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_019.sub"	381000	34300	47633	826	106300	2652	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_020.sub"	316000	35600	39339	671	104700	2244	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_021.sub"	358000	34700	56460	898	104900	2208	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_022.sub"	388000	34800	38233	669	99500	2168	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_023.sub"	373000	34900	30200	848	89700	2144	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_024.sub"	293000	29500	45786	686	99100	2232	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_025.sub"	427000	34400	52400	1851	108700	2386	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_026.sub"	413000	34800	38800	1883	101900	2233	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_027.sub"	381000	29200	48573	937	97900	2064	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_028.sub"	365000	34700	47797	698	102700	2173	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_029.sub"	417000	34300	47748	788	94400	2133	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_030.sub"	328000	36100	35381	825	96100	2250	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_031.sub"	411000	28700	45100	1841	114800	2197	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_032.sub"	344000	34100	42537	674	111400	2359	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_033.sub"	310000	28300	47270	712	100900	2277	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_034.sub"	358000	34800	42720	717	94400	2246	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_035.sub"	387000	29100	51600	1757	110200	2351	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_036.sub"	376000	28900	48939	914	118500	2497	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_037.sub"	390000	34700	57113	721	106300	2253	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_20th_22th_and_23th_50_fams_25_species"
"avg_branchlen_0.7_protein_family_038.sub"	377000	34500	38600	1938	104400	2184	"rerun_sim_b_factor_3.5_avg_branchlen_0.7_from_20th_22th_and_23th_50_fams_25_species"
